X,Y,OBJECTID,FACILITY_STATUS,NAME,CAD_NAME,AKA,TYPE,UNIT,CDF_UNIT,COUNTY,OWNER,FUNDING,STAFFING,ADDRESS,CITY,ZIP,PHONE_NUM,LAT,LON
-13259723.1126,4217050.9618,754,Active,KRN Station  65 FS,KRN Station  65,STA 65,FSL,KRN,KRN,Kern,COUNTY,L,P,9420 Rosedale Hwy.,Bakersfield,93312,661-587-7309,35.38365555,-119.11411935
-13253570.5676,4216639.5527,755,Active,KRN Station  66 FS,KRN Station  66,STA 66,FSL,KRN,KRN,Kern,COUNTY,L,P,3000 Landco Dr.,Bakersfield,93308,661-322-7243,35.38729892,-119.0588501
-13264977.9611,4214108.3935,756,Active,KRN Station  67 FS,KRN Station  67,STA 67,FSL,KRN,KRN,Kern,COUNTY,L,P,14341 Brimhall Rd,Bakersfield,93312,661-589-8977,35.36875968,-119.16132446
-13265904.449,4143571.3229,757,Active,KRN Station  58 FS,KRN Station  58,STA 58,FSL,KRN,KRN,Kern,COUNTY,L,P,2420 Symonds Dr.,Pine Mountain Club,93222,661-242-3702,34.85040752,-119.16964724
-13242831.4861,4139882.4696,758,Active,KRN Station  57 FS,KRN Station  57,STA 57,FSL,KRN,KRN,Kern,COUNTY,L,P,729 West End Dr.,Frazier Park,93225,661-245-3706,34.82320881,-118.96237929
-13175849.4463,4252163.1352,759,Active,KRN Station  71 FS,KRN Station  71,STA 71,FSL,KRN,KRN,Kern,COUNTY,L,P,9000 Navajo Av,Weldon,93283,760-378-3055,35.64703832,-118.36066939
-13116153.791,4252905.4171,760,Active,KRN Station  83 FS,KRN Station  83,STA 83,FSL,KRN,KRN,Kern,COUNTY,L,P,6919 Monache Moutain Av.,Inyokern,93527,760-377-4621,35.65245669,-117.82441419
-13098750.2425,4249599.0441,761,Active,KRN Station  84 FS,KRN Station  84,STA 84,FSL,KRN,KRN,Kern,COUNTY,L,P,139 E. Las Flores,Ridgecrest,93555,760-375-8466,35.62831845,-117.66807546
-13096983.9415,4213973.6031,762,Active,KRN Station  85 FS,KRN Station  85,STA 85,FSL,KRN,KRN,Kern,COUNTY,L,P,26804 Butte Av.,Randsburg,93554,760-374-2455,35.3677722,-117.65220851
-13100764.0823,4245792.3945,763,Active,KRN Station  81 FS,KRN Station  81,STA 81,FSL,KRN,KRN,Kern,COUNTY,L,P,815 W. Dolphin Av.,Ridgecrest,93555,760-371-2181,35.6005189,-117.68616609
-13253725.8917,4219964.3717,764,Active,KRN  HQ,KRN Station  HQ,HQ-KCFD,HQ,KRN,KRN,Kern,COUNTY,L,P,5642 Victor St.,Bakersfield,93308,661-391-7000,35.41110265,-119.0602454
-13131192.8486,4180766.6531,765,Active,CAL Station  19 FS,CAL Station  191,STA 19,FSL,CAL,KRN,Kern,CITY,L,P,20890 Hacienda Blvd.,California City,93505,760-373-4841,35.12415379,-117.95951235
-13249404.2225,4215440.3386,766,Active,BFD Station 1 FS,BAK Station  1,STA 1,FSL,BAK,KRN,Kern,CITY,L,P,2101 H St.,Bakersfield,93301,661-631-8421,35.37851591,-119.02142319
-13246165.4526,4215067.3833,767,Active,BFD Station 2 FS,BAK Station  2,STA 2,FSL,BAK,KRN,Kern,CITY,L,P,716 E. 21St St.,Bakersfield,93305,661-631-8720,35.3757842,-118.99232882
-13251674.0823,4213127.9145,768,Active,BFD Station 3 FS,BAK Station  3,STA 3,FSL,BAK,KRN,Kern,CITY,L,P,3400 Palm Av.,Bakersfield,93309,661-321-9283,35.36157709,-119.04181368
-13246955.6836,4217077.3542,769,Active,BFD Station 4 FS,BAK Station  4,STA 4,FSL,BAK,KRN,Kern,CITY,L,P,130 Bernard St.,Bakersfield,93304,661-397-6305,35.39050512,-118.99942759
-13246917.2014,4207157.3347,770,Active,BFD Station 5 FS,BAK Station  5,STA 5,FSL,BAK,KRN,Kern,CITY,L,P,700 W. Planz Rd.,Bakersfield,93304,661-397-6305,35.31782535,-118.99908189
-13247569.08,4212051.5134,771,Active,BFD Station 6 FS,BAK Station  6,STA 6,FSL,BAK,KRN,Kern,CITY,L,P,127 Brundage Ln.,Bakersfield,93304,661-631-1845,35.3536911,-119.00493782
-13252299.9149,4209890.1766,772,Active,BFD Station 7 FS,BAK Station  7,STA 7,FSL,BAK,KRN,Kern,CITY,L,P,4030 Soranno Dr.,Bakersfield,93309,661-398-0295,35.33785425,-119.04743563
-13243449.2723,4219023.7856,773,Active,BFD Station 8 FS,BAK Station  8,STA 8,FSL,BAK,KRN,Kern,CITY,L,P,2213 University Av.,Bakersfield,93305,661-871-7387,35.40475812,-118.96792896
-13257150.9001,4208863.6681,774,Active,BFD Station 9 FS,BAK Station  9,STA 9,FSL,BAK,KRN,Kern,CITY,L,P,7912 Westhold Dr.,Bakersfield,93309,661-398-1268,35.33033159,-119.09101277
-13255855.154,4212160.0107,775,Active,BFD Station 11 FS,BAK Station  11,STA 11,FSL,BAK,KRN,Kern,CITY,L,P,7000 Stockdale Hwy.,Bakersfield,93311,661-398-1967,35.35448602,-119.07937289
-13232529.0614,4222539.4188,776,Active,BFD Station 10 FS,BAK Station  10,STA 10,FSL,BAK,KRN,Kern,CITY,L,P,12100 Alfred Harrell Hwy.,Bakersfield,93306,661-871-1410,35.43049542,-118.86983103
-13253373.0618,4203537.2732,777,Active,BFD Station 13 FS,BAK Station  13,STA 13,FSL,BAK,KRN,Kern,CITY,L,P,4900 Poppyseed St.,Bakersfield,93313,661-397-8159,35.29128641,-119.05707588
-13260293.6078,4205144.648,778,Active,BFD Station 14 FS,BAK Station 14,STA 14,FSL,BAK,KRN,Kern,CITY,L,P,5709 Mountain Vista Dr,Bakersfield,93311,,35.30307127,-119.1192442
-13263169.1132,4087631.8333,779,Active,VNC-20,VNC VNC-20,Summit,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,12000 Santa Paula-Ojai Road,Santa Paula,93060,805-933-7452,34.43631788,-119.1450753
-13280548.1318,4081937.1803,780,Active,VNC-23,VNC VNC-23,Oak View - Battalion 2 Headquarters,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,15 Kunkle Street,Oak View,93022,805-649-6010,34.39478896,-119.30119368
-13224355.3101,4084439.8577,781,Active,VCFD Station 28,VNC STA 28,Piru,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,513 N. Church Street,Piru,93040,805-524-6620,34.41333817,-118.79640498
-13233234.4363,4047711.3545,782,Active,VCFD Station 33,VNC STA 33,Potrero,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,33 Lake Sherwood Drive,Thousand Oaks,91361,805-371-0474,34.14070315,-118.87616752
-13233440.6216,4067219.9501,783,Active,VCFD Station 42,VNC STA 42,Moorpark,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,295 High Street,Moorpark,93021,805-378-7007,34.28562521,-118.87801972
-13211036.466,4065296.8985,784,Active,VCFD Station 43,VNC STA 43,Yosemite,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,5874 E. Los Angeles Avenue,Simi Valley,93063,805-578-2060,34.27135064,-118.67675976
-13246553.0234,4063303.7303,785,Active,VCFD Station 57,VNC STA 57,Somis,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,3356 Somis Road,Somis,90366,805-383-6417,34.25655308,-118.99581043
-13293724.829,4075303.2395,786,Active,VCFD Station 25 (Rincon),VNC STA 25,Rincon,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,5674 W. Pacific Coast Highway,Ventura,93001,805-652-6414,34.3455999,-119.41956197
-13241996.3443,4035608.0878,787,Active,VCFD Station 56,VNC STA 56,Malibu,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,11855 Pacific Coast Highway,Malibu,90265,805-488-8747,34.05066733,-118.95487708
-13214659.8902,4068419.4714,788,Active,VCFD Station 46,VNC STA 46,Tapo,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,3265 N. Tapo Street,Simi Valley,93063,805-578-2090,34.29452785,-118.70930954
-13246450.7342,4058921.5902,789,Active,VCFD Station 52,VNC STA 52,Mission Oaks,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,5353 Santa Rosa Road,Camarillo,93012,805-383-6407,34.22401026,-118.99489155
-13222839.7889,4065038.8115,790,Active,VCFD Station 45,VNC STA 45,West Simi,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,790 Pacific Avenue,Simi Valley,93065,805-578-2088,34.26943472,-118.78279082
-13114847.0406,4014208.8291,791,Active,Yorba Linda 10,ORC YORBA LINDA 10,,FSL,ORC,ORC,Orange,COUNTY,L,P,18422 E.Lemon Dr,Yorba Linda,92886,714-970-1216,33.89124469,-117.81267545
-13114144.4241,3969150.4487,792,Active,Emerald Bay St 11,ORC EMERALD BAY,,FSL,ORC,ORC,Orange,COUNTY,L,P,259 Emerald Bay,Laguna Beach,92651,949-494-6933,33.55458851,-117.80636374
-13139805.7442,4008495.0146,793,Active,LA PALMA OCFA Station 13,ORC LA PALMA,,FSL,ORC,ORC,Orange,COUNTY,L,P,7822 Walker St,La Palma,90623,714-523-8031,33.84862677,-118.0368833
-13093137.7362,3994781.7582,794,Active,Silverado OCFA Station 14,ORC SILVERADO,,FSL,ORC,ORC,Orange,COUNTY,L,V,P.O. Box 12,Silverado,92676,714-649-2211,33.74625618,-117.61765746
-13097749.8939,3994273.739,795,Active,Silverado (USFS) OCFA Station 15,ORC SILVERADO (USFS),,FSCC,ORC,ORC,Orange,COUNTY,G,P,27172 Silverado Canyon Rd,Silverado,92676,714-649-0190,33.74246143,-117.65908917
-13094048.3288,3989910.3512,796,Active,Modjeska OCFA Station 16,ORC MODJESKA,,FSL,ORC,ORC,Orange,COUNTY,L,V,28891 Modjeska Canyon Rd,Silverado,92676,714-649-2500,33.70986128,-117.62583745
-13140846.1247,4003400.2774,797,Active,Tri-Cities OCFA Station 17,ORC TRI-CITIES,,FSL,ORC,ORC,Orange,COUNTY,L,P,4991 Cerritos Ave,Cypress,90630,714-821-3840,33.81060844,-118.0462292
-13090287.2227,3983012.1336,798,Active,Trabuco Station 18,ORC TRABUCO,,FSCC,ORC,ORC,Orange,COUNTY,G,P,30942 Trabuco Canyon Rd,Trabuco Canyon,92678,949-858-9369,33.65829742,-117.59205086
-13101289.6352,3978926.7246,799,Active,Lake Forest 19,ORC LAKE FOREST 19,,FSL,ORC,ORC,Orange,COUNTY,L,P,23022 El Toro Rd,Lake Forest,92630,949-837-0911,33.6277446,-117.69088721
-13143443.6566,4002204.7143,800,Active,Los Alamitos OCFA Station 2,ORC LOS ALAMITOS,,FSL,ORC,ORC,Orange,COUNTY,L,P,3642 Green Ave,Los Alamitos,90720,562-431-6026,33.80168437,-118.06956323
-13107563.8935,3985362.5147,801,Active,Irvine 20,ORC New 20 - Spectrum,,FSL,ORC,ORC,Orange,COUNTY,L,P,7050 Corsair,Irvine,92618,949-451-0020,33.68191103,-117.74270558
-13114251.4554,3994949.9203,802,Active,Tustin 21,ORC TUSTIN 21,,FSL,ORC,ORC,Orange,COUNTY,L,P,1241 Irvine Blvd,Tustin,92780,714-544-0171,33.74751228,-117.80732522
-13103740.2271,3977101.3585,803,Active,Laguna Hills OCFA Station 22,ORC LAGUNA HILLS,,FSL,ORC,ORC,Orange,COUNTY,L,P,24001 Paseo De Valencia,Laguana Hills,92637,949-837-5471,33.61409006,-117.71290125
-13113308.4354,4003281.6088,804,Active,Villa Park OCFA Station 23,ORC VILLA PARK,,FSL,ORC,ORC,Orange,COUNTY,L,P,5020 Santiago Cyn Rd,Orange,92869,714-997-2552,33.80972269,-117.79885393
-13097838.5298,3973450.5814,805,Active,Mission Viejo 24,ORC MISSION VIEJO 24,,FSL,ORC,ORC,Orange,COUNTY,L,P,25862 Marguerite Pkwy,Mission Viejo,92692,949-837-9333,33.58677414,-117.6598854
-13134213.1941,3994611.3497,806,Active,OCFA Station 25,ORC MIDWAY CITY,,FSL,ORC,ORC,Orange,COUNTY,L,P,8171 Bolsa Ave,Midway City,92655,714-893-8723,33.74498332,-117.98664457
-13111012.4281,3988421.0861,807,Active,Valencia 26,ORC VALENCIA 26,,FSL,ORC,ORC,Orange,COUNTY,L,P,4691 Walnut Ave,Irvine,92604,559-0201,33.69873172,-117.77822854
-13103666.1403,3987602.2577,808,Active,Portola Springs 27,ORC Portola Springs 27,,FSL,ORC,ORC,Orange,COUNTY,L,P,12400 Portola Springs Pkwy,Irvine,92618,949-653-2727,33.69261184,-117.71223572
-13118928.6714,3986720.751,809,Active,Irvine Industrial 28,ORC IRVINE INDUSTRIAL 28,,FSL,ORC,ORC,Orange,COUNTY,L,P,17862 Gillette Ave,Irvine,92614,949-660-0427,33.68602302,-117.84934137
-13099454.0688,3957182.9852,810,Active,Doheny 29,ORC DOHENY 29,,FSL,ORC,ORC,Orange,COUNTY,L,P,26111 Victoria Blvd,Dana Point,92624,949-496-9354,33.4649513,-117.67439804
-13103883.3373,3959155.3856,811,Active,NIGUEL 30,ORC NIGUEL 30,,FSL,ORC,ORC,Orange,COUNTY,L,P,23831 Stonehill Dr,Dana Point,92629,949-661-0203,33.47973112,-117.71418683
-13095335.3569,3980110.0899,812,Active,NO. Mission Viejo 31,ORC NO. MISSION VIEJO 31,,FSL,ORC,ORC,Orange,COUNTY,L,P,22426 Olympiad Rd,Mission Viejo,92692,949-581-1910,33.63659554,-117.63739902
-13109618.7115,4014131.2464,813,Active,East Yorba Linda 32,ORC EAST YORBA LINDA 32,,FSCC,ORC,ORC,Orange,COUNTY,G,P,20990 Yorba Linda Blvd,Yorba Linda,92886,714-970-0344,33.89066616,-117.76570858
-13121232.3172,3985585.7032,814,Active,Airport Crash 33,ORC AIRPORT CRASH,,FSL,ORC,ORC,Orange,COUNTY,L,P,366 Paularino,Costa Mesa,92626,949-852-3200,33.67753837,-117.87003537
-13119507.7888,4014073.4207,815,Active,Placentia (Valencia) 34,ORC PLACENTIA (Valencia) 34,,FSL,ORC,ORC,Orange,CITY,L,P,1530 N. Valencia Ave,Placentia,92870,996-2121,33.89023496,-117.85454367
-13121288.807,4011540.3323,816,Active,Placentia (Bradford) 35,ORC PLACENTIA (Bradford) 35,,FSL,ORC,ORC,Orange,CITY,L,P,110 S. Bradford Ave,Placentia,92870,996-1490,33.87134368,-117.87054283
-13112145.4455,3985080.6891,817,Active,Woodbridge 36,ORC WOODBRIDGE 36,,FSL,ORC,ORC,Orange,COUNTY,L,P,301 E. Yale Loop,Irvine,92604,949-551-6881,33.67376303,-117.78840661
-13115293.4048,3990532.6119,818,Active,Tustin 37,ORC TUSTIN 37,,FSL,ORC,ORC,Orange,COUNTY,L,P,15011 Kensington Park Drive,Tustin,92780,714-259-7720,33.72347175,-117.8260602
-13102998.6906,3982761.3856,819,Active,Irvine East 38,ORC IRVINE East 38,,FSL,ORC,ORC,Orange,COUNTY,L,P,26 Parker,Irvine,92618,919-859-6926,33.65642251,-117.70623992
-13103076.0368,3970355.7283,820,Active,NO. Laguna Niguel 39,ORC NO. LAGUNA NIGUEL 39,,FSL,ORC,ORC,Orange,COUNTY,L,P,24241 Avila Rd,Laguna Niguel,92656,949-831-3232,33.56361099,-117.70693473
-13116770.3247,3981885.1952,821,Active,University 4,ORC UNIVERSITY,,FSL,ORC,ORC,Orange,COUNTY,L,P,#2 California Ave,Irvine,92612,949-854-7544,33.64987068,-117.82995261
-13088920.6969,3975057.2531,822,Active,Coto De Caza OCFA Station 40,ORC COTO DE CAZA,,FSL,ORC,ORC,Orange,COUNTY,L,P,25082 Vista Del Verde,Coto de Caza,92679,949-459-7410,33.59879667,-117.57977515
-13133122.7827,4011423.541,823,Active,Fullerton Airport,ORC FULLERTON AIRPORT,,AAB,ORC,ORC,Orange,COUNTY,L,P,3815 Commonwealth Ave,Fullerton,92633,447-3568,33.87047258,-117.97684924
-13093848.4054,3986395.8605,824,Active,Portola Hills 42,ORC PORTOLA HILLS 42,,FSL,ORC,ORC,Orange,COUNTY,L,P,19150 Ridgellne Rd,Trabuco Canyon,92679,949-589-0323,33.68359449,-117.62404151
-13110161.8843,3995222.4034,825,Active,Tustin Ranch 43,ORC TUSTIN RANCH 43,,FSL,ORC,ORC,Orange,COUNTY,L,P,11490 Pioneer Way,Tustin,92782,714-544-7462,33.74954755,-117.77058798
-13147494.58,3994190.9182,826,Active,Seal Beach 44 (downtown),ORC SEAL BEACH (downtown),,FSL,ORC,ORC,Orange,COUNTY,L,P,718 Central Ave,Seal Beach,90740,562-431-0648,33.74184279,-118.10595329
-13091645.3316,3980127.3321,827,Active,Santa Margarita OCFA Station 45,ORC SANTA MARGARITA,,FSL,ORC,ORC,Orange,COUNTY,L,P,30131 Aventura,Rancho Santa Marg,92688,949-858-8801,33.63672449,-117.60425096
-13135143.9337,4002970.0225,828,Active,Stanton OCFA Station 46,ORC STANTON,,FSL,ORC,ORC,Orange,COUNTY,L,P,7871 Pacific St,Stanton,90680,714-827-0533,33.80739698,-117.99500555
-13111546.9642,3982408.5741,829,Active,Irvine 47,ORC Irvine 47,,FSL,ORC,ORC,Orange,COUNTY,L,P,47 Fossil,Irvine,92603,949-845-4747,33.65378438,-117.78303036
-13144287.994,3998389.8893,830,Active,Seal Beach 48,ORC SEAL BEACH (frwy)48,,FSL,ORC,ORC,Orange,COUNTY,L,P,3131 Gate Rd,Seal Beach,90740,562-430-0415,33.77320307,-118.07714804
-13100916.9225,3962686.0339,831,Active,BEAR BRAND 49,ORC BEAR BRAND 49,,FSL,ORC,ORC,Orange,COUNTY,L,P,31461 St Of Golden Lantern,Laguana Niguel,92677,949-249-9681,33.50618108,-117.68753907
-13104350.5726,3965274.0074,832,Active,Laguna Niguel 5,ORC LAGUNA NIGUEL 5,,FSL,ORC,ORC,Orange,COUNTY,L,P,23600 Pacific Island Dr,Laguna Niguel,92677,949-249-3085,33.52556384,-117.71838408
-13096317.0959,3956046.3454,833,Active,San Clemente 50,ORC SAN CLEMENTE 50,,FSL,ORC,ORC,Orange,COUNTY,L,P,670 Camino de Los Mares,San Clemente,92673,949-361-9670,33.45643295,-117.64621813
-13106573.5204,3980705.2314,834,Active,Spectrum 51,ORC Spectrum 51,,FSL,ORC,ORC,Orange,COUNTY,L,P,18 Cushing,Irvine,92618,949-341-0051,33.64104654,-117.73835316
-13103455.3216,4011931.4898,835,Active,Yorba Linda 53,ORC YORBA LINDA 53,,FSL,ORC,ORC,Orange,COUNTY,L,P,25415 La Palma,Yorba Linda,92887,714-692-8381,33.87426112,-117.7103419
-13097194.3193,3985224.6935,836,Active,Foothill Ranch 54,ORC FOOTHILL RANCH 54,,FSL,ORC,ORC,Orange,COUNTY,L,P,19811 Pauling Ave,Foothill Ranch,92610,949-581-4406,33.67483958,-117.65409836
-13107412.7258,3992053.2324,837,Active,Orchard Hills - 55,ORC Northwood 55,,FSL,ORC,ORC,Orange,COUNTY,L,P,4955 Portola Parkway,Irvine,92620,714-508-0055,33.72587293,-117.74589187
-13105176.007,3971258.9576,838,Active,Aliso Viejo 57,ORC ALISO VIEJO 57,,FSCC,ORC,ORC,Orange,COUNTY,G,P,57 Journey,Aliso Viejo,92656,949-362-9237,33.57037177,-117.72579908
-13094351.3628,3970833.1131,839,Active,Ladera 58,ORC Ladera 58,,FSL,ORC,ORC,Orange,COUNTY,L,P,58 Station Way,Ladera Ranch,92694,949-347-2258,33.56718434,-117.62855965
-13091640.6028,3956846.3412,840,Active,San Clemente 59,ORC SAN CLEMENTE 59,,FSL,ORC,ORC,Orange,COUNTY,L,P,48 Avenida La Pata,San Clemente,92673,949-940-0372,33.46242846,-117.60420848
-13115836.0166,3987282.2002,841,Active,Irvine 6,ORC IRVINE 6,,FSL,ORC,ORC,Orange,COUNTY,L,P,3180 Barranca Pkwy,Irvine,92606,949-559-7530,33.69021963,-117.82155958
-13092563.1249,3951935.3056,842,Active,San Clemente 60,ORC SAN CLEMENTE 60,,FSL,ORC,ORC,Orange,COUNTY,L,P,100 Avenida Presidio,San Clemente,92672,949-366-6750,33.42807592,-117.61249563
-13136166.1709,4008177.4186,843,Active,Buena Park 61,ORC BUENA PARK 61,,FSL,ORC,ORC,Orange,COUNTY,L,P,7440 La Palma Ave,Buena Park,90620,714-527-4118,33.84559263,-118.00294362
-13135412.0924,4011803.3639,844,Active,Buena Park 62,ORC BUENA PARK 62,,FSL,ORC,ORC,Orange,COUNTY,L,P,7780 Artesia Blvd,Buena Park,90621,714-521-0284,33.87330552,-117.99741446
-13137869.2028,4005956.1791,845,Active,Buena Park 63,ORC BUENA PARK 63,,FSL,ORC,ORC,Orange,COUNTY,L,P,9120 Holder Street,Buena Park,90620,714-229-4826,33.82968339,-118.01948706
-13135783.0186,3996557.7393,846,Active,Westminiter #1 64,ORC WESTMINSTER #1 64,,FSL,ORC,ORC,Orange,COUNTY,L,P,7351 Westminster Blve,Westminster,92683,714-379-4920,33.75952095,-118.00074654
-13138310.7585,3996880.7702,847,Active,Westminiter #3 65,ORC WESTMINSTER #3 65,,FSL,ORC,ORC,Orange,COUNTY,L,P,6061 Hefley St,Westminster,92683,714-379-4931,33.76193343,-118.02345362
-13132115.3723,3994452.7195,848,Active,Westminiter #2 66,ORC WESTMINSTER #2 66,,FSL,ORC,ORC,Orange,COUNTY,L,P,15061 Moran St,Westminster,92683,914-379-4935,33.7437984,-117.96779952
-13118995.8954,3997622.0328,849,Active,OCFA STA 70,ORC Old STA10,,FSL,ORC,ORC,Orange,COUNTY,L,P,2310 N Old Grand St.,Santa Ana,92705,714-564-3270,33.76746913,-117.84994525
-13122122.2444,3996659.4294,850,Active,OCFA STA 71,ORC Old STA1,,FSL,ORC,ORC,Orange,COUNTY,L,P,1029 W 17Th St.,Santa Ana,92706,714-567-3271,33.7602804,-117.87802972
-13118343.0293,3995005.5513,851,Active,OCFA STA 72,ORC Old STA2,,FSL,ORC,ORC,Orange,COUNTY,L,P,1688 E 4Th St.,Santa Ana,92701,714-567-3260,33.74792781,-117.84408046
-13123882.6085,3994201.9076,852,Active,OCFA STA 73,ORC Old STA3,,FSL,ORC,ORC,Orange,COUNTY,L,P,419 S Franklin St.,Santa Ana,92703,714-567-3264,33.74192487,-117.89384334
-13121241.134,3992283.3567,853,Active,OCFA STA 74,ORC Old STA4,,FSL,ORC,ORC,Orange,COUNTY,L,P,1427 S Broadway St.,Santa Ana,92707,714-567-3230,33.72759225,-117.87011457
-13121019.6447,3994530.7704,854,Active,OCFA STA 75,ORC Old STA5,,FSL,ORC,ORC,Orange,COUNTY,L,P,120 W Walnut St.,Santa Ana,92701,714-567-3255,33.74438141,-117.8681249
-13122340.7979,3988545.7674,855,Active,OCFA STA 76,ORC Old STA6,,FSL,ORC,ORC,Orange,COUNTY,L,P,950 W Macarthur Ave.,Santa Ana,92707,714-850-4576,33.69966355,-117.87999302
-13124992.6055,3990722.2,856,Active,OCFA STA 77,ORC Old STA7,,FSL,ORC,ORC,Orange,COUNTY,L,P,2317 S Greenville St.,Santa Ana,92704,714-850-4577,33.71592779,-117.90381461
-13127757.3768,3995167.5901,857,Active,OCFA STA 78,ORC Old STA8,,FSL,ORC,ORC,Orange,COUNTY,L,P,501 N Newhope St.,Santa Ana,92703,714-265-4878,33.74913814,-117.92865098
-13119411.3419,3990687.1483,858,Active,OCFA STA 79,ORC Old STA9,,FSL,ORC,ORC,Orange,COUNTY,L,P,1320 E Warner Ave.,Santa Ana,92705,714-850-4579,33.71566588,-117.85367727
-13111248.5257,3998334.9478,859,Active,OCFA Station 8,ORC SKYLINE,,FSL,ORC,ORC,Orange,COUNTY,L,P,10631 Skyline Dr,Santa Ana,92705,714-544-5292,33.77279279,-117.78034944
-13099046.0092,3969302.4365,860,Active,So.Mission Viejo 9,ORC SO.MISSION VIEJO 9,,FSL,ORC,ORC,Orange,COUNTY,L,P,9 Shops at Mission Viejo,Mission Viejo,92691,949-582-9260,33.55572631,-117.67073237
-13651685.482,4580438.7838,861,Active,Woodacre HQ FS,MRN Woodacre HQ FS,MC Sta 1,FSCC,MRN,MRN,Marin,COUNTY,G,P,33 Castle Rock Avenue,Woodacre,94973,415-473-6717,38.00716534,-122.63517722
-13167780.613,4130556.0897,862,Active,FS 112,112,112,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8812 W Ave E-8,Lancaster,93535,661-948-2401,34.75440332,-118.28818583
-13144324.0352,4123006.3336,863,Active,FS 117,117,117,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44851 N 30th St East,Lancaster,93535,661-946-0471,34.6986629,-118.0774718
-13151439.412,4123104.3065,864,Active,FS 33,033,33,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44947 N Date Ave,Lancaster,93534,661-948-1180,34.69938648,-118.14139032
-13158086.6831,4122214.4158,865,Active,FS 130,130,130,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,44558 40th Street West,Lancaster,93536,661-945-5788,34.69281394,-118.20110377
-13146297.4912,4119271.6202,866,Active,FS 135,135,135,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1846 E Avenue K-4,Lancaster,93535,661-726-0732,34.67107534,-118.09519966
-13155185.8466,4118896.0679,867,Active,FS 134,134,134,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,43225 North 25th Street West,Lancaster,93534,661-723-8546,34.6683007,-118.17504511
-13151372.607,4116158.0321,868,Active,FS 129,129,129,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,42110 6th St West,Lancaster,93534,661-940-7700,34.64806888,-118.1407902
-13181372.1496,4112088.194,869,Active,FS 157,157,157,FSCC,LAC,LAC,Los Angeles,COUNTY,L,P,15921 Spunky Canyon Road,Green Valley,91350,661-724-3331,34.61784606,-118.41006578
-13167413.5079,4111997.8999,870,Active,FS 140,140,140,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8723 Elizabeth Lake Road,Leona Valley,93551,661-270-1585,34.61731949,-118.28488807
-13157379.9276,4111840.1505,871,Active,FS 136,136,136,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,3650 Bolz Ranch Road,Palmdale,93551,661-267-7893,34.61615327,-118.19475488
-13116267.6549,4110588.2697,872,Active,FS 114,114,114,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,39939 N. 170th StEast,Palmdale,93550,661-264-4583,34.60689767,-117.82543705
-13152345.4115,4109848.5075,873,Active,FS 24,024,24,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,1050 W. Avenue P,Palmdale,93551,661-273-2724,34.6014279,-118.14952905
-13148390.6053,4106698.4486,874,Active,FS 37,037,37,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,38318 N. 9th Street East,Palmdale,93550,661-947-7244,34.57813237,-118.11400242
-13138892.4974,4105895.3247,875,Active,FS 93,093,93,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,5624 E. Avenue R,Palmdale,93552,661-533-8096,34.572192,-118.02867947
-13144747.6304,4104037.2222,876,Active,FS 131,131,131,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,2629 E. Avenue S,Palmdale,93550,661-947-8700,34.55844679,-118.08127702
-13132466.2022,4100015.0821,877,Active,FS 92,092,92,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,8905 E. Avenue U,Littlerock,93535,661-944-2123,34.52868545,-117.97095108
-13167586.8832,4098732.0296,878,Active,FS 81,081,81,FSCC,LAC,LAC,Los Angeles,COUNTY,G,P,8710 W. Sierra Highway,Agua Dulce,91350,661-268-0638,34.51918944,-118.28644552
-13192992.4501,4091926.8541,879,Active,FS 108,108,108,FSL,LAC,LAC,Los Angeles,COUNTY,L,P,28799 N. Rock Canyon Dr.,Santa Clarita,91390,661-297-8653,34.46880541,-118.51466761
